[1580,WrappedArray([640,5.7868204], [1341,5.7727046], [5072,5.496954], [2441,5.4852257], [3254,5.360487], [5379,5.3576975], [1751,5.2752166], [283,5.260925], [2867,5.2539496], [41,5.2097774])]
[1129,WrappedArray([3165,5.683508], [2434,5.5728006], [3009,5.494643], [5867,5.3898144], [4583,5.373279], [290,5.310437], [389,5.261605], [3571,5.2474], [2855,5.236476], [4131,5.1825824])]
[2039,WrappedArray([2441,1.4755459], [5467,1.4648707], [5152,1.458451], [4,1.4483991], [5125,1.4310894], [2640,1.4142092], [1929,1.3807229], [2479,1.3710265], [5794,1.3589746], [3059,1.3513875])]
[260,WrappedArray([640,6.793763], [2441,6.372087], [3254,6.3583956], [1341,6.301739], [3932,6.1713705], [3870,6.146059], [2160,5.9994135], [502,5.9583597], [1456,5.945912], [906,5.9314685])]
[1730,WrappedArray([2640,6.2814517], [3144,5.9253345], [1596,5.892012], [1277,5.798406], [2851,5.765609], [5467,5.759952], [5075,5.705373], [2884,5.6853604], [5560,5.603129], [3573,5.5979595])]
[2360,WrappedArray([1445,8.246365], [5133,7.7236595], [2930,7.575841], [870,7.452169], [2920,7.3682556], [2893,7.3313885], [4125,7.3190618], [1327,7.2514844], [1662,7.2490115], [345,7.1509304])]
[71,WrappedArray([4850,6.2300897], [6027,6.1872106], [1460,6.138953], [3222,6.042798], [5052,5.992512], [775,5.966262], [3375,5.846371], [2821,5.8384376], [3897,5.7757387], [4633,5.7381563])]
[2001,WrappedArray([4583,5.6196613], [3456,5.3230343], [640,5.31207], [2867,5.229621], [4801,5.174854], [3902,5.153582], [1198,5.1388893], [2155,5.128749], [809,5.0856757], [283,5.0565286])]
[2221,WrappedArray([4441,8.154772], [41,8.144371], [2441,8.088613], [1213,7.5096874], [668,7.3194165], [879,7.2864137], [4383,6.97157], [2979,6.9428086], [5028,6.8404603], [1929,6.8338656])]
[1472,WrappedArray([5549,8.637315], [3144,8.431421], [2763,7.9893956], [4441,7.777027], [2441,7.7429805], [5125,7.61723], [5697,7.588539], [1808,7.304271], [3548,7.286104], [4125,7.1933713])]
[3873,WrappedArray([144,6.61278], [602,6.498125], [898,6.493216], [2640,6.479483], [4565,6.423525], [3144,6.397493], [5051,6.235952], [98,6.1825824], [1341,6.130632], [653,6.110649])]
[2474,WrappedArray([3222,5.858239], [3723,5.7670207], [4392,5.6456833], [128,5.492978], [589,5.4803576], [3480,5.4301586], [3009,5.374177], [527,5.2978806], [2339,5.268839], [5756,5.2642946])]
[106,WrappedArray([2930,9.874719], [2441,9.351069], [1862,8.382548], [3144,8.379462], [3179,8.294537], [2893,8.104974], [3870,8.069131], [1412,7.9460373], [5133,7.803787], [2582,7.6663756])]
[567,WrappedArray([3714,10.005099], [4996,9.13181], [589,9.098644], [5588,8.98524], [2037,8.758079], [2134,8.6405325], [2851,8.515658], [665,8.47233], [357,8.37511], [489,8.005575])]
[2307,WrappedArray([2441,8.647654], [89,7.918596], [6031,7.7553616], [484,7.2558136], [4936,6.7269506], [4583,6.6615863], [5849,6.551114], [4023,6.410071], [4660,6.1840034], [2884,6.111118])]
[2917,WrappedArray([128,5.9805183], [3165,5.8368754], [3723,5.8094707], [3870,5.799719], [1541,5.703287], [2697,5.648736], [3222,5.647916], [5258,5.6136465], [5476,5.568977], [3379,5.5355926])]
[3347,WrappedArray([5560,5.73403], [3723,5.6902466], [128,5.539232], [283,5.4328012], [5003,5.3964763], [158,5.395038], [3144,5.366108], [2884,5.356338], [2339,5.346535], [1098,5.346511])]
[68,WrappedArray([2640,8.20009], [1596,7.0727453], [5467,6.9689736], [1213,6.915197], [668,6.7413883], [5145,6.643532], [2851,6.629151], [1416,6.5845585], [2037,6.3818045], [4745,6.344753])]
[3238,WrappedArray([1102,7.1089826], [3144,6.8507276], [4751,6.119923], [4419,5.840213], [5290,5.551372], [5660,5.435982], [4894,5.417573], [2920,5.3718243], [4703,5.3402734], [5549,5.3331413])]
[3358,WrappedArray([4358,6.6247177], [3723,6.548035], [5328,6.5345106], [5204,5.980793], [2339,5.86467], [745,5.8440905], [614,5.8167095], [158,5.7098827], [4264,5.6821713], [1307,5.6532874])]
[2459,WrappedArray([947,9.693687], [2274,8.618649], [3009,8.165574], [206,7.8223085], [112,7.80213], [4997,7.525749], [4807,7.4642076], [906,7.3678293], [3911,7.119851], [5380,7.0567393])]
[561,WrappedArray([4392,10.82428], [4056,10.146314], [2160,9.772914], [708,9.755237], [353,9.464652], [3725,9.372534], [1237,8.706853], [4583,8.661654], [1456,8.581127], [4623,8.567753])]
[1241,WrappedArray([2920,10.598757], [4383,9.834788], [2252,9.291837], [5407,8.937952], [1864,8.674913], [5919,8.627627], [986,8.425085], [3463,8.339774], [1327,8.31147], [4703,8.199946])]
[2931,WrappedArray([3744,11.532186], [3897,11.530269], [1024,11.311674], [700,11.190367], [280,10.783523], [3545,10.751319], [1515,10.729706], [1253,10.591861], [2549,10.589374], [2434,10.553481])]
[2353,WrappedArray([2884,5.5810847], [5560,5.5753922], [89,5.53767], [4583,5.490431], [283,5.3845067], [3456,5.2722907], [3549,5.2647424], [3222,5.244539], [2821,5.241804], [775,5.2271385])]
[525,WrappedArray([2441,13.859887], [5549,13.679409], [4745,12.887364], [206,12.363506], [5882,12.196767], [3573,12.108712], [3144,12.09176], [2763,12.075987], [1198,12.072956], [4074,11.925705])]
[2486,WrappedArray([6031,4.3172045], [4583,4.291469], [640,4.2427993], [3254,4.046173], [3979,3.977145], [2441,3.916425], [3932,3.8623295], [4201,3.8419192], [395,3.8313851], [1673,3.8083663])]
[2767,WrappedArray([2292,12.153781], [98,12.127782], [5882,11.654316], [700,11.536534], [2763,11.423322], [87,11.02708], [4427,10.93446], [4119,10.910701], [1838,10.859815], [141,10.784496])]
[2028,WrappedArray([2160,6.5849395], [2441,6.483758], [3870,5.909209], [5697,5.774242], [640,5.7659106], [3351,5.7510495], [5760,5.7472415], [1025,5.650258], [2475,5.594035], [5125,5.5861263])]
[2379,WrappedArray([1070,5.6555314], [1713,5.5883493], [4801,5.517089], [2155,5.4943438], [1394,5.4781027], [4201,5.3437214], [5525,5.3389764], [1582,5.331101], [2138,5.2296066], [3151,5.217772])]
[3409,WrappedArray([4583,5.8883553], [6031,5.675264], [283,5.646831], [1070,5.587357], [553,5.533724], [5052,5.5045705], [4201,5.4380813], [2155,5.3643584], [2697,5.320233], [4801,5.303741])]
[910,WrappedArray([2640,6.698084], [2269,6.2841535], [3870,6.1668253], [1341,6.1115093], [3144,6.0614614], [693,5.8648777], [3552,5.7366824], [799,5.675189], [902,5.6682034], [1371,5.6233873])]
[1080,WrappedArray([1341,6.0589514], [3703,5.7020526], [2467,5.6577244], [3144,5.601271], [1515,5.5241785], [870,5.4964714], [761,5.4714985], [5245,5.4421206], [4424,5.419573], [2920,5.4022055])]
[3680,WrappedArray([1445,12.462432], [1098,11.440806], [642,9.796046], [108,9.657476], [478,9.456611], [1535,9.342113], [5067,9.325825], [4056,8.930664], [5993,8.4814825], [5660,8.428583])]
[1972,WrappedArray([4997,6.2160892], [5320,6.0055346], [5243,5.834306], [21,5.7262077], [5004,5.398243], [5141,5.362195], [589,5.3288517], [1394,5.288126], [3844,5.0689015], [1385,4.9710903])]
[2263,WrappedArray([5328,6.6459417], [1070,6.306875], [553,6.07283], [283,6.020789], [4583,5.9465528], [1596,5.869686], [775,5.77254], [4801,5.7550087], [3522,5.7189984], [3549,5.7048025])]
[1224,WrappedArray([2640,6.9434986], [1341,6.499123], [3144,6.277301], [4236,6.2772236], [144,6.167159], [2441,6.1501665], [1414,6.080978], [2269,6.0756207], [4,6.042132], [4175,6.021109])]
[2024,WrappedArray([3915,7.805051], [2920,7.4981537], [1864,7.384951], [4383,7.230967], [4751,7.125883], [3667,7.0002074], [3627,6.882719], [1270,6.8657937], [3144,6.846468], [4158,6.766442])]
[2894,WrappedArray([1341,10.329732], [1014,10.187434], [4974,10.037101], [144,9.758865], [1907,9.291532], [5719,8.982033], [5202,8.880358], [4202,8.755244], [3570,8.71138], [3275,8.592738])]
[3604,WrappedArray([1394,8.132451], [4383,7.8156276], [527,7.0789795], [2432,6.700331], [1213,6.630436], [4941,6.6054487], [2640,6.5740433], [430,6.3846197], [2441,6.3418217], [799,6.244925])]
[116,WrappedArray([4358,11.410217], [5328,10.061235], [3723,9.10782], [1416,9.010377], [745,8.93362], [5214,8.600398], [870,8.512759], [5357,8.489107], [1914,8.33616], [614,8.169938])]
[147,WrappedArray([589,8.5764], [1416,7.908598], [353,7.8716774], [491,7.742162], [4703,7.614185], [5901,7.491208], [4996,7.4565234], [2977,7.3745036], [1596,7.372869], [2851,7.3533473])]
[1797,WrappedArray([2821,6.316778], [3222,6.202599], [640,6.0613494], [642,6.0146704], [341,6.0047026], [5756,5.9634175], [5560,5.95614], [4246,5.935398], [2549,5.932284], [128,5.9067864])]
[600,WrappedArray([4056,9.139131], [640,8.7088995], [1332,8.651194], [4191,8.579297], [4583,8.521683], [5258,8.501835], [5803,8.334476], [3222,8.251984], [1529,8.221002], [1456,8.110857])]
[1430,WrappedArray([3009,1.1557276], [2339,1.0831733], [3856,1.0813341], [3723,1.0785807], [1341,1.0762495], [2694,1.073852], [1557,1.0722088], [878,1.0677074], [283,1.0598953], [3818,1.0566341])]
[1680,WrappedArray([5642,5.881907], [1341,5.8716025], [2432,5.7788706], [2977,5.6423693], [2151,5.6336517], [2441,5.6133804], [3034,5.547491], [3256,5.4196835], [2755,5.3792214], [878,5.3411994])]
[3460,WrappedArray([3870,1.2486686], [5133,1.1884562], [2269,1.1716865], [1341,1.1685443], [3856,1.1587297], [640,1.1555095], [2694,1.1476917], [1428,1.145509], [5307,1.143424], [675,1.1390016])]
[2101,WrappedArray([5297,13.566476], [3642,11.960694], [407,9.50328], [4938,9.163762], [2160,9.127062], [2502,8.932184], [2364,8.8182125], [879,8.575405], [1429,8.562418], [4264,8.493612])]
[1672,WrappedArray([3915,5.905241], [2252,5.553697], [418,5.4869614], [4441,5.46637], [4068,5.438715], [606,5.4323616], [2163,5.431665], [3549,5.3978486], [668,5.381444], [4723,5.3517537])]
[3442,WrappedArray([2869,6.480048], [4583,6.454092], [1808,6.3002377], [5052,6.011092], [1830,5.818581], [3396,5.7917547], [417,5.786652], [292,5.723075], [2094,5.670745], [5320,5.642005])]
[3533,WrappedArray([2640,7.6545906], [3714,7.4958625], [1363,6.995891], [2549,6.986086], [703,6.9602575], [1847,6.890228], [2813,6.823299], [5202,6.795714], [826,6.6829724], [1411,6.663688])]
[14,WrappedArray([2549,6.880966], [1416,6.8254733], [589,6.124071], [2640,6.122573], [128,5.8328567], [3723,5.692079], [1914,5.6869354], [5758,5.6499186], [491,5.6292667], [5756,5.5865903])]
[2084,WrappedArray([2640,8.744697], [1213,8.51181], [1394,8.21139], [2151,7.574518], [4383,7.5020657], [668,7.464628], [4441,7.3748407], [2502,7.33892], [572,7.0549774], [5525,7.0338287])]
[2714,WrappedArray([153,9.026836], [4751,8.799022], [866,8.528591], [2037,8.384525], [2640,8.04933], [5290,8.04305], [4166,7.922676], [4894,7.901523], [4745,7.862871], [4419,7.782941])]
[2934,WrappedArray([2549,8.273709], [5010,8.260278], [1014,7.893429], [4441,7.785807], [5089,7.556241], [1341,7.4476147], [5202,7.4145927], [41,7.2917824], [2044,7.2188807], [5590,7.155307])]
[3924,WrappedArray([2138,12.129171], [1394,11.283329], [4504,11.034351], [2713,10.846013], [430,9.752774], [1713,9.064146], [741,8.958616], [572,8.949436], [4383,8.771944], [947,8.73985])]
[805,WrappedArray([1309,6.087261], [2432,6.073104], [1054,5.9801116], [2151,5.9682693], [5525,5.9213657], [2821,5.883143], [5642,5.876559], [2534,5.866794], [653,5.807995], [2392,5.7751746])]
[546,WrappedArray([5320,6.937089], [2713,6.860211], [21,6.2358155], [5243,6.0391407], [5719,6.0026813], [1341,5.908916], [4974,5.6446967], [762,5.5791335], [2151,5.571584], [4199,5.275836])]
[2946,WrappedArray([2640,6.8643856], [3144,6.537059], [4565,6.2776637], [4751,6.0947866], [1341,5.858522], [761,5.842348], [866,5.670948], [399,5.668443], [1515,5.613932], [5051,5.5853457])]
[317,WrappedArray([2697,5.6747994], [3222,5.619133], [4264,5.4507127], [101,5.3965793], [2364,5.3137856], [775,5.290628], [4143,5.1725235], [4231,5.16101], [4850,5.143024], [5783,5.107551])]
[3187,WrappedArray([3870,5.062428], [3723,5.041863], [1557,5.0128074], [2269,5.0040894], [1417,5.000627], [3009,4.9743657], [1327,4.9378366], [2107,4.918841], [2134,4.906187], [4,4.901391])]
[198,WrappedArray([1596,6.584133], [4191,6.251051], [5328,6.10437], [2467,5.963906], [4996,5.9440646], [5642,5.8608813], [5933,5.7744026], [5756,5.7360325], [589,5.7309313], [1277,5.678243])]
[638,WrappedArray([4974,13.694608], [589,13.233699], [5642,13.18489], [2977,12.906478], [3480,12.861434], [2549,12.70315], [1083,12.443669], [5856,12.270026], [1914,12.243375], [2813,12.110863])]
[1228,WrappedArray([2134,6.3632097], [5407,6.134345], [2920,5.974119], [1459,5.7604027], [1452,5.7321653], [1428,5.6576114], [3405,5.640137], [4317,5.626169], [2159,5.611245], [4267,5.569715])]
[2478,WrappedArray([1394,7.931702], [947,7.640761], [21,7.454363], [2755,6.814894], [1713,6.6780996], [3009,6.599597], [4191,6.592634], [913,6.5353656], [2138,6.497275], [5642,6.471775])]
[3078,WrappedArray([1596,7.2649293], [5642,6.9961944], [540,6.9193583], [3856,6.6486864], [3725,6.628571], [5725,6.552253], [448,6.4920163], [1456,6.4684086], [5756,6.456875], [1257,6.430351])]
[3808,WrappedArray([2549,10.048607], [5010,8.321953], [2813,8.101468], [2640,7.8397355], [3744,7.6933813], [4441,7.6623063], [5202,7.5317707], [870,7.529709], [1363,7.493522], [5590,7.4911566])]
[3928,WrappedArray([3911,6.116974], [3009,6.0660853], [470,5.9019365], [1907,5.804061], [2434,5.708951], [2422,5.6748953], [2269,5.6375775], [2385,5.6208987], [211,5.607884], [4236,5.6058316])]
[1693,WrappedArray([2640,6.323938], [144,6.0148096], [2821,5.9601107], [653,5.865325], [2549,5.8534446], [668,5.5990543], [1341,5.54317], [1054,5.4983273], [2151,5.4729214], [2139,5.4320607])]
[2303,WrappedArray([2640,7.6724453], [4751,7.0224743], [3186,6.77095], [870,6.754643], [1515,6.723894], [1341,6.593352], [5245,6.5281096], [5202,6.465768], [3545,6.327549], [1270,6.2884555])]
[2773,WrappedArray([5944,11.389434], [2531,11.254593], [3870,11.144714], [5549,11.013193], [3122,10.8181305], [440,10.302741], [3144,10.268257], [1412,10.227029], [4500,10.072948], [2007,10.041948])]
[3623,WrappedArray([4583,5.750176], [6031,5.3292947], [2441,5.236976], [640,5.2186027], [3254,5.0450797], [809,4.924222], [1751,4.9134293], [210,4.912321], [283,4.9031262], [2867,4.902371])]
[3883,WrappedArray([2930,8.092485], [972,6.7050524], [2721,6.679196], [5125,6.6710486], [1662,6.4999943], [2191,6.3796935], [1813,6.1767335], [5133,6.171222], [2044,6.1124907], [5055,5.979713])]
[344,WrappedArray([3911,6.619443], [947,6.6015816], [614,6.4729595], [741,6.306293], [407,6.169501], [3009,6.134887], [3857,6.090594], [4683,6.0900736], [389,6.045119], [3932,6.0132256])]
[424,WrappedArray([5297,8.980689], [4264,8.435796], [2697,7.4688697], [158,7.18165], [2160,6.9729867], [89,6.9664], [3549,6.9493275], [606,6.936425], [5207,6.900491], [3870,6.761452])]
[1184,WrappedArray([1341,6.8757086], [2467,6.2234864], [3787,6.2017384], [2640,6.1722465], [866,6.132415], [5642,6.125913], [665,6.0783367], [5202,6.0733995], [761,6.067488], [1967,5.9825172])]
[2264,WrappedArray([1394,9.152934], [5525,6.957822], [4399,6.713707], [2151,6.67017], [1083,6.542532], [2432,6.4120927], [589,6.2950478], [4383,6.28541], [430,6.258289], [5004,6.253721])]
[975,WrappedArray([4074,2.2854836], [4317,2.1667163], [3463,2.1370492], [4698,2.0994153], [5690,2.0968673], [3273,2.0219738], [906,2.0028908], [2191,1.9975908], [3149,1.9974834], [2930,1.9930856])]
[1285,WrappedArray([5642,6.3073134], [2467,6.2664585], [4383,6.1698976], [947,6.0779366], [1341,5.892645], [2037,5.85761], [3455,5.8360877], [866,5.749469], [882,5.7154126], [878,5.711544])]
[657,WrappedArray([4703,5.2660165], [4894,5.2505846], [5882,5.0687237], [5141,5.0632243], [2920,5.0291915], [4135,5.016136], [3144,4.9361577], [5004,4.923639], [5919,4.8600497], [1198,4.820998])]
[1658,WrappedArray([1596,9.864009], [5642,9.354545], [540,8.262382], [4974,7.7936497], [448,7.7405353], [5901,7.4327226], [2977,7.3286047], [1657,7.3241634], [1145,7.312132], [4996,7.2510476])]
[1728,WrappedArray([4358,9.627219], [1102,9.179601], [745,9.133759], [3723,8.902739], [1416,8.565472], [1864,8.513695], [5214,8.05011], [1459,7.844747], [5328,7.830815], [4383,7.687941])]
[2388,WrappedArray([1394,12.918773], [5525,10.512448], [5004,9.902747], [4383,9.873264], [4399,9.73987], [430,9.303556], [1416,9.167558], [527,9.029286], [5328,9.025238], [4158,8.884213])]
[3378,WrappedArray([5882,6.226537], [144,5.846118], [2821,5.6290894], [2252,5.612233], [2819,5.587415], [1198,5.5467033], [3633,5.458564], [365,5.4388165], [2673,5.311037], [2534,5.3085365])]
[349,WrappedArray([4583,5.8838744], [3222,5.7357244], [5560,5.549739], [3456,5.464891], [2160,5.4551353], [775,5.3773003], [2821,5.3728747], [4623,5.3716245], [89,5.3340707], [4850,5.3178754])]
[3100,WrappedArray([2821,6.5654635], [2549,6.4088817], [1989,6.029477], [1914,5.863303], [3969,5.847684], [4,5.8243628], [2432,5.7306347], [365,5.711005], [2977,5.6880283], [4069,5.6488814])]
[3360,WrappedArray([2252,6.106494], [3870,6.0894794], [2441,5.852506], [3144,5.582993], [1414,5.5030527], [2475,5.497382], [3204,5.4925833], [158,5.476172], [3723,5.4563446], [1290,5.418131])]
[3770,WrappedArray([3009,5.6852884], [4997,5.6044707], [1394,5.427555], [1713,5.3957562], [3256,5.3685975], [5670,5.3378096], [4801,5.2878447], [5525,5.2740417], [2286,5.2494097], [3902,5.2435803])]
[971,WrappedArray([2640,7.3946023], [4383,6.7284036], [4751,6.6307936], [1394,6.371311], [430,6.1372185], [1414,6.128613], [4,6.0415044], [2151,6.03941], [3034,6.024388], [2269,6.0235033])]
[2411,WrappedArray([4703,7.12759], [708,6.2817674], [1610,6.1599736], [4392,6.133568], [4844,5.977356], [2160,5.8954], [52,5.894625], [2530,5.8577814], [3723,5.825094], [4264,5.793415])]
[342,WrappedArray([589,6.2986774], [1416,6.052578], [5328,5.990178], [1083,5.9633503], [4424,5.8828416], [2640,5.8613114], [3723,5.620742], [5756,5.5985565], [1914,5.596339], [5642,5.5422573])]
[832,WrappedArray([89,5.320188], [2449,5.1414547], [2441,5.1245103], [4583,5.0879874], [2884,5.05735], [2392,5.051693], [3222,5.0416665], [5560,5.0052333], [2160,4.9890738], [1054,4.983137])]
[1992,WrappedArray([1070,5.8596745], [46,5.7786303], [5328,5.75955], [4894,5.631322], [1346,5.3658223], [5052,5.299988], [4846,5.2413845], [1102,5.2308125], [4201,5.1827474], [5141,5.172386])]
[123,WrappedArray([589,9.4453745], [4974,9.288075], [5642,8.957157], [653,8.573507], [4996,8.425921], [1341,8.322691], [2549,8.003145], [2640,7.9565177], [2977,7.9471283], [665,7.9324093])]
[373,WrappedArray([1098,6.2086167], [128,6.098472], [3165,6.025309], [3723,6.017252], [3405,5.735214], [5660,5.623701], [745,5.62117], [5588,5.597313], [5863,5.5833197], [527,5.579931])]
[1753,WrappedArray([4427,7.9112825], [4358,7.428426], [614,7.3707123], [4028,7.050053], [3857,6.8610015], [2879,6.812196], [947,6.705149], [751,6.6830826], [4056,6.4411297], [1327,6.4144077])]
[3643,WrappedArray([2697,6.969641], [4264,6.434561], [6027,6.279144], [3165,6.178864], [775,6.1089644], [3549,6.0870147], [108,6.032641], [606,5.9918756], [2375,5.9680996], [4549,5.9413104])]
[454,WrappedArray([2358,5.646348], [2821,5.590688], [2252,5.536231], [2392,5.520972], [1054,5.4799447], [2432,5.472067], [3322,5.422141], [5651,5.3895254], [2449,5.324804], [5525,5.2695827])]
[1264,WrappedArray([2640,7.666694], [3144,7.508568], [4751,6.516261], [4565,6.159345], [1515,6.1462955], [4441,6.121912], [2920,5.9942737], [761,5.9723673], [399,5.8694835], [345,5.8582854])]
[965,WrappedArray([2640,7.084867], [3144,6.674648], [4565,6.393708], [144,6.3172917], [1341,6.2985725], [4672,6.2522674], [1808,6.2156234], [5072,6.1555533], [642,6.0946026], [883,5.9919243])]
[3785,WrappedArray([4056,5.9604], [5597,5.953482], [4583,5.732605], [5814,5.5353904], [1070,5.429026], [785,5.413134], [5816,5.4011226], [1773,5.29524], [6031,5.261161], [4912,5.25819])]
[2476,WrappedArray([5052,5.4803824], [4158,5.476933], [6027,5.3147826], [775,5.228308], [1307,5.2076197], [3009,5.1438913], [1385,5.1328855], [5328,5.123334], [3897,5.1192527], [283,5.105595])]
[1018,WrappedArray([3480,7.410257], [3723,7.2815604], [5328,7.049367], [4264,6.8254957], [1416,6.697292], [5783,6.5087543], [527,6.507935], [5258,6.431694], [4844,6.3902745], [2902,6.3471656])]
[1678,WrappedArray([2640,5.929398], [1914,5.8492947], [1416,5.756646], [3723,5.6482005], [4941,5.6303473], [2252,5.5978575], [589,5.5975385], [2392,5.5814896], [2432,5.5813646], [364,5.5421476])]
[1958,WrappedArray([1416,7.7271996], [3723,7.6286774], [1914,6.759844], [1557,6.431432], [364,6.4251523], [4844,6.3727884], [1971,6.309452], [4383,6.28353], [2686,6.271848], [3322,6.24367])]
[379,WrappedArray([2697,6.2623215], [5052,5.957199], [6027,5.939658], [606,5.8598065], [4264,5.797044], [775,5.728433], [3222,5.5741305], [2364,5.4465957], [5051,5.4255347], [5297,5.3577785])]
[1629,WrappedArray([1277,5.559658], [3144,5.423261], [4583,5.1569905], [283,5.1345744], [5141,5.0779834], [4894,5.0551424], [4166,5.027136], [4135,5.0183744], [553,4.9941874], [5052,4.9808483])]
[2179,WrappedArray([2441,8.143837], [4441,7.434248], [4745,6.7934995], [1596,6.642473], [2560,6.5062914], [484,6.5030956], [41,6.3880153], [668,6.3298726], [5549,6.3153925], [2673,6.2984743])]
[270,WrappedArray([3915,7.1836734], [5525,7.1685524], [5783,6.759073], [5328,6.732155], [4158,6.6472445], [2252,6.640661], [4264,6.4096947], [364,6.3944807], [4419,6.2946873], [775,6.1500645])]
[690,WrappedArray([5697,4.2454615], [2160,4.104598], [1098,4.031809], [5560,3.9219165], [640,3.9144201], [4056,3.9140904], [5760,3.9081724], [5918,3.8999462], [108,3.897433], [4583,3.891511])]
[3250,WrappedArray([4383,5.604921], [5525,5.5063663], [3723,5.1492333], [2252,5.1441674], [3009,5.088708], [3915,5.0229287], [1414,4.943322], [5004,4.920852], [3322,4.8970375], [1327,4.87373])]
[242,WrappedArray([5901,7.7086077], [1416,7.5203104], [2549,7.269733], [2884,7.1673656], [2821,6.899845], [5863,6.839311], [89,6.7966046], [491,6.6380424], [353,6.611348], [5560,6.58114])]
[3822,WrappedArray([2441,10.531234], [41,9.114423], [2582,8.767554], [3478,8.544663], [2930,8.471884], [1412,8.313142], [5849,8.278644], [1929,8.258094], [1964,8.242964], [2535,8.1331625])]
[1563,WrappedArray([5642,10.366649], [540,10.307447], [2549,9.427105], [4974,9.408153], [4996,9.29681], [2821,9.2466755], [3498,9.112484], [5274,8.953963], [4069,8.802817], [700,8.783021])]
[1983,WrappedArray([5328,7.1424084], [745,6.789518], [4392,6.655321], [3723,6.0493875], [775,6.036373], [4807,5.8794475], [3722,5.8562055], [3587,5.835391], [3009,5.8284264], [1346,5.6902647])]
[1684,WrappedArray([1014,8.78162], [1341,8.511058], [4974,8.369066], [4202,8.307419], [700,7.903029], [5202,7.7800703], [2549,7.774171], [4069,7.708802], [5010,7.626138], [4137,7.5241504])]
[2065,WrappedArray([4383,5.080594], [2640,5.008965], [2107,4.9408197], [878,4.9299073], [4,4.897084], [2269,4.8959403], [2930,4.7320447], [2134,4.7262197], [1475,4.723392], [3034,4.6966066])]
[3535,WrappedArray([2920,6.950547], [4074,6.622217], [4256,6.356182], [4894,6.249924], [5141,6.2223244], [784,6.1454325], [5690,6.075598], [650,5.9877586], [5816,5.962709], [4135,5.9354076])]
[3665,WrappedArray([4703,7.519386], [1198,6.6456795], [5919,6.5243254], [5004,6.44555], [4894,6.2225704], [153,6.17169], [3542,5.983505], [5882,5.9755406], [3149,5.8798623], [4745,5.8561506])]
[1086,WrappedArray([2640,6.5848794], [3144,6.335872], [1414,6.034156], [2252,5.9853606], [399,5.8052807], [2819,5.7394233], [4236,5.6804824], [4,5.642722], [3870,5.5953407], [4751,5.5384])]
[2416,WrappedArray([3911,7.6195564], [3373,6.63498], [2385,6.519119], [2434,6.482937], [2494,6.3631597], [4997,6.324317], [2524,6.2335124], [5525,6.1357365], [4840,6.075426], [3009,6.057029])]
[158,WrappedArray([5072,5.6096377], [527,5.5558443], [1596,5.371504], [41,5.3635054], [6031,5.359863], [4565,5.3239923], [283,5.2968097], [805,5.281221], [1111,5.276271], [89,5.1369414])]
[2538,WrappedArray([2037,8.689843], [1596,7.378358], [4923,7.314367], [357,7.131972], [870,7.1130486], [5467,7.044946], [4996,7.013191], [5725,7.004379], [1847,6.982102], [1445,6.958086])]
[199,WrappedArray([4441,9.282296], [4383,8.842133], [4125,7.3896117], [668,7.3173556], [2441,7.289296], [5119,7.264684], [1813,7.1788907], [3144,7.1466274], [4358,7.0762744], [2479,6.999775])]
[2049,WrappedArray([2138,9.23359], [4383,8.653078], [1394,8.538284], [2713,8.457726], [430,8.336242], [4565,8.165008], [3667,8.017814], [2364,7.678792], [4751,7.6499224], [2640,7.3648243])]
[2709,WrappedArray([606,5.988916], [2441,5.981856], [3141,5.8769217], [642,5.825552], [6031,5.7522106], [5258,5.6870756], [41,5.6639695], [785,5.6256323], [2364,5.612301], [2697,5.6047])]
[2890,WrappedArray([3856,6.0032735], [1341,5.9220314], [2467,5.5765967], [640,5.476985], [4996,5.4742417], [5642,5.422566], [4191,5.3936386], [341,5.3836], [4069,5.3485384], [269,5.3327913])]
[2611,WrappedArray([2549,7.1257896], [2640,6.746438], [668,6.4822135], [4441,6.3365164], [2502,6.2272305], [5010,6.148023], [870,5.9834776], [1416,5.96175], [5758,5.8738093], [1963,5.858198])]
[2731,WrappedArray([2640,7.5350547], [1515,6.8261037], [870,6.7431574], [4751,6.67616], [1341,6.5799403], [3186,6.523291], [5202,6.5118947], [4202,6.4426537], [2930,6.3976493], [3144,6.3901315])]
[522,WrappedArray([1277,6.4523807], [3573,6.362225], [3714,6.328339], [2869,6.3044586], [2640,6.292102], [5075,6.2700005], [3144,6.254377], [5078,6.175496], [292,6.0223722], [1414,5.949117])]
[902,WrappedArray([144,7.247091], [4,7.194987], [2191,7.1563225], [2640,7.084477], [3714,6.7607884], [2151,6.5617757], [5027,6.4718113], [200,6.3514614], [4745,6.3140483], [3573,6.2736716])]
[2762,WrappedArray([2441,7.2608657], [2160,5.734104], [3820,5.7147512], [4660,5.6698346], [3144,5.6635165], [3870,5.6576085], [2948,5.591574], [356,5.57493], [640,5.5747423], [5125,5.542331])]
[3142,WrappedArray([3144,6.955621], [4383,6.7789516], [4419,6.54381], [2252,6.3389945], [2920,6.265924], [399,6.0507545], [4751,6.0476775], [1664,5.8436804], [4894,5.8422146], [5525,5.8323545])]
[3914,WrappedArray([3723,9.514881], [527,8.387922], [5258,8.353291], [4383,8.342968], [3480,8.250939], [745,8.098916], [4392,7.915842], [378,7.912929], [1416,7.862483], [4936,7.821943])]
